Address,Type,Datetime,Latitude,Longitude
11th Ave Ne / Ne 47th St,Bark Fire,2025 Apr 25 06:47:00 PM,47.663112,-122.316359
1633 Bellevue Ave,Auto Fire Alarm,2025 Apr 25 06:36:00 PM,47.616165,-122.326791
13023 GREENWOOD AVE N,Auto Fire Alarm,2025 Apr 25 06:10:00 PM,47.723436,-122.355547
1011 S Weller St,Auto Fire Alarm,2025 Apr 25 05:09:00 PM,47.597509,-122.319511
700 Union St,Auto Fire Alarm,2025 Apr 25 04:58:00 PM,47.610614,-122.332447
14396 30th Ave Ne,Auto Fire Alarm,2025 Apr 25 04:43:00 PM,47.732881,-122.296531
718 4th Ave N,Car Fire,2025 Apr 25 03:54:00 PM,47.625577,-122.348869
509 3rd Ave,Auto Fire Alarm,2025 Apr 25 03:50:00 PM,47.602114,-122.330809
6955 DELRIDGE WAY SW,Auto Fire Alarm,2025 Apr 25 03:40:00 PM,47.540392,-122.360774
103 Bellevue Ave E,Auto Fire Alarm,2025 Apr 25 11:52:00 AM,47.618583,-122.326727
2200 WESTLAKE AVE,Auto Fire Alarm,2025 Apr 25 11:39:00 AM,47.617752,-122.338344
2019 Nw Market St,Auto Fire Alarm,2025 Apr 25 10:44:00 AM,47.668677,-122.38313
Summit Ave E / E Olive Way,Rubbish Fire,2025 Apr 25 09:46:00 AM,47.618896,-122.325288
Brooklyn Ave Ne / Ne 45th St,Rubbish Fire,2025 Apr 25 09:38:00 AM,47.661277,-122.314286
4228 Latona Ave Ne,FIREWATCH,2025 Apr 25 09:37:00 AM,47.658037,-122.325156
1942 Westlake Ave,Auto Fire Alarm,2025 Apr 25 08:44:00 AM,47.61409,-122.337592
100 6th Ave S,Auto Fire Alarm,2025 Apr 25 08:32:00 AM,47.60171,-122.326351
1210 Alki Ave Sw,Auto Fire Alarm,2025 Apr 25 08:27:00 AM,47.594592,-122.388387
9250 29th Ave Sw,Illegal Burn,2025 Apr 25 07:24:00 AM,47.520587,-122.369976
1141 N 91st St,Auto Fire Alarm,2025 Apr 24 11:28:00 PM,47.694907,-122.344016
4232 Latona Ave Ne,FIREWATCH,2025 Apr 24 11:24:00 PM,47.658088,-122.325155
601 S King St,Auto Fire Alarm,2025 Apr 24 10:34:00 PM,47.598354,-122.326337
2025 1st Ave,Auto Fire Alarm,2025 Apr 24 10:11:00 PM,47.611256,-122.34293
1141 N 91st St,Auto Fire Alarm,2025 Apr 24 10:05:00 PM,47.694907,-122.344016
12501 28th Ave Ne,Auto Fire Alarm,2025 Apr 24 10:04:00 PM,47.719292,-122.297803
4232 LATONA AVE NE,Fire in Building,2025 Apr 24 09:51:00 PM,47.658088,-122.325155
1000 8th Ave,Auto Fire Alarm,2025 Apr 24 09:51:00 PM,47.607945,-122.328471
4730 19th Ave Ne,Auto Fire Alarm,2025 Apr 24 09:50:00 PM,47.663227,-122.307215
2801 Alaskan Way,Auto Fire Alarm,2025 Apr 24 08:49:00 PM,47.614433,-122.354025
1550 E SPRING ST,Illegal Burn,2025 Apr 24 08:48:00 PM,47.611545,-122.312129
1625 Broadway,Auto Fire Alarm,2025 Apr 24 07:43:00 PM,47.615521,-122.320803
2100 Western Ave,Auto Fire Alarm,2025 Apr 24 07:39:00 PM,47.611173,-122.344772
415 10th Ave,Auto Fire Alarm,2025 Apr 24 06:52:00 PM,47.605346,-122.319413
4069 Spokane Ln Ne,Auto Fire Alarm,2025 Apr 24 06:21:00 PM,47.656288,-122.308075
116 Stewart St,Auto Fire Alarm,2025 Apr 24 05:28:00 PM,47.610387,-122.341198
325 9th Ave,Auto Fire Alarm,2025 Apr 24 04:45:00 PM,47.603586,-122.322948
526 Yale Ave N,Auto Fire Alarm,2025 Apr 24 03:57:00 PM,47.623417,-122.330437
Rainier Ave S / S Bush Pl,Illegal Burn,2025 Apr 24 03:45:00 PM,47.59235,-122.308833
1301 Western Ave,Auto Fire Alarm,2025 Apr 24 02:57:00 PM,47.60637,-122.339307
3300 W Mcgraw St,Auto Fire Alarm,2025 Apr 24 01:30:00 PM,47.639557,-122.399631
2200 1st Ave N,Auto Fire Alarm,2025 Apr 24 01:11:00 PM,47.63832,-122.355587
500 5th Ave N,Auto Fire Alarm,2025 Apr 24 12:36:00 PM,47.623243,-122.347583
3300 W Mcgraw St,Auto Fire Alarm,2025 Apr 24 12:09:00 PM,47.639557,-122.399631
1223 Spring St,Auto Fire Alarm,2025 Apr 24 12:04:00 PM,47.610625,-122.32442
1532 15th Ave W,Auto Fire Alarm,2025 Apr 24 11:39:00 AM,47.632915,-122.376096
1201 3rd Ave,Auto Fire Alarm,2025 Apr 24 11:39:00 AM,47.60705,-122.335324
3266 Sw Avalon Way,Auto Fire Alarm,2025 Apr 24 10:44:00 AM,47.56422,-122.373106
820 4th Ave,Auto Fire Alarm,2025 Apr 24 10:31:00 AM,47.6048,-122.331731
65 S Washington St,Auto Fire Alarm,2025 Apr 24 09:38:00 AM,47.600886,-122.335349
1144 Elliott Ave W,Illegal Burn,2025 Apr 24 09:30:00 AM,47.628833,-122.371315
Eb I90 To Rainier,Illegal Burn,2025 Apr 24 09:29:00 AM,47.592505,-122.311963
65 S Washington St,Auto Fire Alarm,2025 Apr 24 09:26:00 AM,47.600886,-122.335349
810 3rd Ave,Auto Fire Alarm,2025 Apr 24 09:24:00 AM,47.604263,-122.332774
2245 1st Ave S,Auto Fire Alarm,2025 Apr 24 08:44:00 AM,47.583501,-122.334199
1000 8th Ave,Auto Fire Alarm,2025 Apr 24 08:29:00 AM,47.607945,-122.328471
3651 34th Ave S,Auto Fire Alarm,2025 Apr 24 07:35:00 AM,47.571115,-122.28993
28TH AVE S / S COLLEGE ST,Illegal Burn,2025 Apr 24 07:20:00 AM,47.582922,-122.296429
108 Occidental Ave S,Illegal Burn,2025 Apr 24 07:00:00 AM,47.601653,-122.332874
2611 S Dearborn St,Auto Fire Alarm,2025 Apr 24 05:25:00 AM,47.595541,-122.298643
4700 12th Ave Ne,Auto Fire Alarm,2025 Apr 24 04:59:00 AM,47.663106,-122.315263
600 N 130th St,Auto Fire Alarm,2025 Apr 24 04:08:00 AM,47.723223,-122.351624
5th Ave S / S Jackson St,Rubbish Fire,2025 Apr 24 03:53:00 AM,47.599195,-122.327667
3rd Ave / Lenora St,Rubbish Fire,2025 Apr 24 03:04:00 AM,47.613167,-122.342193
5121 17th Ave Nw,Rubbish Fire,2025 Apr 24 02:50:00 AM,47.666264,-122.378887
4600 22nd Ave Ne,Auto Fire Alarm,2025 Apr 24 12:32:00 AM,47.661806,-122.304656
2021 4th Ave,Dumpster Fire,2025 Apr 24 12:27:00 AM,47.61322,-122.340298
65 S Washington St,Illegal Burn,2025 Apr 24 12:22:00 AM,47.600886,-122.335349
2121 26th Ave S,Auto Fire Alarm,2025 Apr 23 09:56:00 PM,47.584234,-122.299024
6264 Stanley Ave S,Rubbish Fire,2025 Apr 23 09:39:00 PM,47.546723,-122.314626
3520 26th Ave Sw,Auto Fire Alarm,2025 Apr 23 08:46:00 PM,47.572604,-122.365002
1800 Boren Ave,Auto Fire Alarm,2025 Apr 23 08:37:00 PM,47.616171,-122.331417
5427 Green Lake Way N,Illegal Burn,2025 Apr 23 06:29:00 PM,47.668475,-122.34007
Sw Henderson St / Sw Barton Pl,Illegal Burn,2025 Apr 23 06:22:00 PM,47.52286,-122.360823
2215 1st Ave,Illegal Burn,2025 Apr 23 06:00:00 PM,47.612716,-122.345399
7901 1st Ave S,Brush Fire,2025 Apr 23 04:46:00 PM,47.532057,-122.335188
35TH AVE SW / SW ALASKA ST,Rubbish Fire,2025 Apr 23 03:02:00 PM,47.561066,-122.376216
5803 24th Ave Nw,Auto Fire Alarm,2025 Apr 23 02:20:00 PM,47.670931,-122.387587
Broadway / E Union St,Rubbish Fire,2025 Apr 23 11:16:00 AM,47.612963,-122.320762
3216 SW GRAHAM ST,Auto Fire Alarm,2025 Apr 23 11:09:00 AM,47.546655,-122.373357
308 4th Ave S,Auto Fire Alarm,2025 Apr 23 11:04:00 AM,47.599968,-122.328965
3216 Sw Graham St,Auto Fire Alarm,2025 Apr 23 10:08:00 AM,47.546655,-122.373357
4711 17th Ave Ne,Auto Fire Alarm,2025 Apr 23 09:57:00 AM,47.663118,-122.309683
2010 E Jansen Ct,Auto Fire Alarm,2025 Apr 23 09:49:00 AM,47.619666,-122.30599
900 Rainier Ave S,Auto Fire Alarm,2025 Apr 23 09:49:00 AM,47.594072,-122.31015
3rd Ave / Blanchard St,Illegal Burn,2025 Apr 23 09:47:00 AM,47.613936,-122.343494
Broadway E / E Harrison St,Illegal Burn,2025 Apr 23 09:06:00 AM,47.621988,-122.320906
520 Ne Northgate Way,Bark Fire,2025 Apr 23 09:05:00 AM,47.708593,-122.323093
2676 Ne 46th St,Auto Fire Alarm,2025 Apr 23 08:34:00 AM,47.661761,-122.298375
2015 Boren Ave,Auto Fire Alarm,2025 Apr 23 08:25:00 AM,47.617923,-122.334365
3417 Harbor Ave Sw,Auto Fire Alarm,2025 Apr 23 06:06:00 AM,47.572725,-122.370759
3800 S Othello St,Rubbish Fire,2025 Apr 23 03:20:00 AM,47.537035,-122.284707
1301 Spring St,Auto Fire Alarm,2025 Apr 23 01:58:00 AM,47.610986,-122.32356
2703 S Massachusetts St,FIREWATCH,2025 Apr 23 12:51:00 AM,47.588312,-122.298019
Martin Luther King Jr Way S / S Massachusetts St,Fire in Building,2025 Apr 22 11:24:00 PM,47.588312,-122.298051
2703 S MASSACHUSETTS ST,Fire in Building,2025 Apr 22 11:23:00 PM,47.588312,-122.298019
450 Ne 100th St,Auto Fire Alarm,2025 Apr 22 11:12:00 PM,47.701329,-122.323684
4600 22nd Ave Ne,Auto Fire Alarm,2025 Apr 22 09:59:00 PM,47.661806,-122.304656
Martin Luther King Jr Way S / Rainier Ave S,Rubbish Fire,2025 Apr 22 08:57:00 PM,47.576359,-122.29663
11717 LAKE CITY WAY NE,Rubbish Fire,2025 Apr 22 07:33:00 PM,47.714287,-122.298185
1710 BROADWAY,Illegal Burn,2025 Apr 22 07:27:00 PM,47.61651,-122.320819
Nw 83rd St / 15th Ave Nw,Illegal Burn,2025 Apr 22 05:52:00 PM,47.688724,-122.376799
POPLAR PL S / S BUSH PL,Rubbish Fire,2025 Apr 22 04:44:00 PM,47.591911,-122.310066
9222 Roosevelt Way Ne,Auto Fire Alarm,2025 Apr 22 03:44:00 PM,47.695931,-122.31759
601 S Washington St,Auto Fire Alarm,2025 Apr 22 02:25:00 PM,47.600871,-122.326327
108 2nd Ave S,Auto Fire Alarm,2025 Apr 22 01:36:00 PM,47.601681,-122.331562
1100 Ne 47th St,Auto Fire Alarm,2025 Apr 22 01:06:00 PM,47.663112,-122.316359
624 Yale Ave N,Auto Fire Alarm,2025 Apr 22 12:15:00 PM,47.624449,-122.330457
1700 8th Ave S,Illegal Burn,2025 Apr 22 11:43:00 AM,47.588226,-122.323498
624 Yale Ave N,Auto Fire Alarm,2025 Apr 22 11:32:00 AM,47.624449,-122.330457
210 E Blaine St,Auto Fire Alarm,2025 Apr 22 10:40:00 AM,47.634866,-122.325102
21 Boston St,Auto Fire Alarm,2025 Apr 22 10:34:00 AM,47.638383,-122.356659
1500 E Cherry St,Fire in Building,2025 Apr 22 10:27:00 AM,47.608043,-122.312847
4142 42nd Ave Sw,Auto Fire Alarm,2025 Apr 22 10:14:00 AM,47.566236,-122.385451
1519 1st Ave,Auto Fire Alarm,2025 Apr 22 08:56:00 AM,47.609003,-122.34018
SB I5 FR 45,Rubbish Fire,2025 Apr 22 08:50:00 AM,47.65722,-122.322633
1000 Olive Way,Auto Fire Alarm,2025 Apr 22 08:34:00 AM,47.615005,-122.331789
8700 Aurora Ave N,Auto Fire Alarm,2025 Apr 22 08:27:00 AM,47.692012,-122.344539
N 85th St / Nesbit Ave N,Illegal Burn,2025 Apr 22 06:51:00 AM,47.690554,-122.343449
8700 Aurora Ave N,Auto Fire Alarm,2025 Apr 22 06:29:00 AM,47.692012,-122.344539
N 50th St / Whitman Ave N,Rubbish Fire,2025 Apr 22 06:16:00 AM,47.665045,-122.346064
2315 Ne 65th St,Auto Fire Alarm,2025 Apr 22 06:12:00 AM,47.675775,-122.302579
1911 22nd Ave S,Rubbish Fire,2025 Apr 22 06:08:00 AM,47.586234,-122.304237
2715 25TH AVE S,Illegal Burn,2025 Apr 22 05:09:00 AM,47.579039,-122.300283
2735 California Ave Sw,Auto Fire Alarm,2025 Apr 22 04:06:00 AM,47.578351,-122.386659
3rd Ave / Broad St,Rubbish Fire,2025 Apr 22 03:41:00 AM,47.618248,-122.350787
1600 15th Ave W,Illegal Burn,2025 Apr 22 03:07:00 AM,47.633499,-122.376195
4745 9th Ave Ne,Rubbish Fire,2025 Apr 22 02:05:00 AM,47.663521,-122.318394
7300 Roosevelt Way Ne,Fire in Building,2025 Apr 22 01:58:00 AM,47.681554,-122.317457
421 Rainier Ave S,Brush Fire,2025 Apr 22 01:00:00 AM,47.598771,-122.313739
2424 Beacon Ave S,Illegal Burn,2025 Apr 22 12:34:00 AM,47.581701,-122.314446
2321 4th Ave,Auto Fire Alarm,2025 Apr 21 11:21:00 PM,47.615524,-122.344197
S Jackson St / 8th Ave S,Illegal Burn,2025 Apr 21 10:24:00 PM,47.599186,-122.322445
11050 8th Ave Ne,Auto Fire Alarm,2025 Apr 21 09:29:00 PM,47.708936,-122.320569
NW 43RD ST / 8TH AVE NW,Illegal Burn,2025 Apr 21 09:17:00 PM,47.658939,-122.366112
1430 2nd Ave,Rubbish Fire,2025 Apr 21 08:47:00 PM,47.608586,-122.338264
8700 Aurora Ave N,Auto Fire Alarm,2025 Apr 21 08:31:00 PM,47.692012,-122.344539
525 Bellevue Ave E,Auto Fire Alarm,2025 Apr 21 07:04:00 PM,47.623623,-122.326595
3309 6th Ave W,Auto Fire Alarm,2025 Apr 21 06:55:00 PM,47.649979,-122.36484
1415 NW 52ND ST,Dumpster Fire,2025 Apr 21 06:41:00 PM,47.666431,-122.373966
125 16th Ave E,Auto Fire Alarm,2025 Apr 21 06:16:00 PM,47.618801,-122.311432
2011 Ne 45th St,Auto Fire Alarm,2025 Apr 21 05:51:00 PM,47.661257,-122.30641
520 S Cloverdale St,Auto Fire Alarm,2025 Apr 21 05:40:00 PM,47.52648,-122.327935
7101 38th Ave S,Auto Fire Alarm,2025 Apr 21 04:04:00 PM,47.538872,-122.284744
Ne 50th St / 5th Ave Ne,Rubbish Fire,2025 Apr 21 03:59:00 PM,47.664975,-122.322863
1904 3rd Ave,Auto Fire Alarm,2025 Apr 21 03:17:00 PM,,
31st Ave Sw / Sw Henderson St,Rubbish Fire,2025 Apr 21 03:03:00 PM,47.522857,-122.372645
1100 E Union St,Illegal Burn,2025 Apr 21 02:13:00 PM,47.612931,-122.318122
Blanchard St / 1st Ave,Rubbish Fire,2025 Apr 21 01:07:00 PM,47.612606,-122.345213
4422 Francis Ave N,Auto Fire Alarm,2025 Apr 21 11:39:00 AM,47.660472,-122.353322
3540 Ne 110th St,Auto Fire Alarm,2025 Apr 21 10:45:00 AM,47.708356,-122.289374
13023 Greenwood Ave N,Auto Fire Alarm,2025 Apr 21 09:52:00 AM,47.723436,-122.355547
Western Ave / Yesler Way,Illegal Burn,2025 Apr 21 07:14:00 AM,47.601722,-122.335549
Boren Ave / Pine St,Illegal Burn,2025 Apr 21 06:41:00 AM,47.614457,-122.329822
California Ave Sw / Fauntleroy Way Sw,Dumpster Fire,2025 Apr 21 06:25:00 AM,47.544872,-122.387215
1st Ave / Blanchard St,Rubbish Fire,2025 Apr 21 05:04:00 AM,47.612606,-122.345213
415 10th Ave,Auto Fire Alarm,2025 Apr 21 03:58:00 AM,47.605346,-122.319413
715 Alder St,Auto Fire Alarm,2025 Apr 21 03:17:00 AM,47.6028,-122.324262
2203 1st Ave S,Car Fire,2025 Apr 21 12:59:00 AM,47.583947,-122.334199
509 3rd Ave,Auto Fire Alarm,2025 Apr 20 11:53:00 PM,47.602114,-122.330809
525 14th Ave E,Auto Fire Alarm,2025 Apr 20 10:36:00 PM,47.623391,-122.314649
3250 15th Ave W,Car Fire,2025 Apr 20 10:03:00 PM,47.64902,-122.37636
8808 6th Ave Nw,Auto Fire Alarm,2025 Apr 20 09:17:00 PM,47.692854,-122.363335
4548 Brooklyn Ave Ne,Illegal Burn,2025 Apr 20 08:32:00 PM,47.66171,-122.314275
1ST AVE NE / NE 107TH ST,Fire Response Freeway,2025 Apr 20 08:20:00 PM,47.706812,-122.328592
Ravenna Ave Ne / Ne 92nd St,Rubbish Fire,2025 Apr 20 08:03:00 PM,47.695749,-122.305361
100 Melrose Ave E,Auto Fire Alarm,2025 Apr 20 07:34:00 PM,47.618497,-122.327854
2024 3rd Ave,Auto Fire Alarm,2025 Apr 20 07:30:00 PM,47.612578,-122.341197
1st Ave S / S Hanford St,Illegal Burn,2025 Apr 20 07:14:00 PM,47.575576,-122.334203
1222 Summit Ave,Auto Fire Alarm,2025 Apr 20 06:19:00 PM,47.611847,-122.324363
1222 Summit Ave,Auto Fire Alarm,2025 Apr 20 05:40:00 PM,47.611847,-122.324363
4545 8th Ave Ne,Auto Fire Alarm,2025 Apr 20 05:35:00 PM,47.661716,-122.319564
3309 6th Ave W,Auto Fire Alarm,2025 Apr 20 05:24:00 PM,47.649979,-122.36484
1615 19th Ave,Auto Fire Alarm,2025 Apr 20 05:03:00 PM,47.615477,-122.30744
2615 25th Ave S,Auto Fire Alarm,2025 Apr 20 03:05:00 PM,47.579528,-122.300279
Ne 77th St / 62nd Ave Ne,Dumpster Fire,2025 Apr 20 02:00:00 PM,47.684834,-122.263266
13035 Linden Ave N,Illegal Burn,2025 Apr 20 01:57:00 PM,47.723466,-122.348159
7514 43rd Ave S,Illegal Burn,2025 Apr 20 11:00:00 AM,47.534947,-122.279282
1033 6th Ave S,Auto Fire Alarm,2025 Apr 20 09:42:00 AM,47.593801,-122.325968
222 Yale Ave N,Bark Fire,2025 Apr 20 07:57:00 AM,47.619915,-122.330418
1334 Terry Ave,Auto Fire Alarm,2025 Apr 20 02:29:00 AM,47.611348,-122.328514
223 Yesler Way,Auto Fire Alarm,2025 Apr 19 11:23:00 PM,47.601718,-122.331581
4130 1st Ave S,Rubbish Fire,2025 Apr 19 10:36:00 PM,47.56667,-122.33402
3801 Discovery Park Blvd,Illegal Burn,2025 Apr 19 09:46:00 PM,47.660349,-122.408933
Rainier Ave S / S King St,Illegal Burn,2025 Apr 19 09:41:00 PM,47.598331,-122.313407
5816 15TH AVE NW,Rubbish Fire,2025 Apr 19 08:44:00 PM,47.671013,-122.376212
James St / 8th Ave,Rubbish Fire,2025 Apr 19 07:30:00 PM,47.60509,-122.32586
526 1st Ave S,Auto Fire Alarm,2025 Apr 19 06:28:00 PM,47.597475,-122.334191
624 Yale Ave N,Auto Fire Alarm,2025 Apr 19 06:23:00 PM,47.624449,-122.330457
4744 University Way Ne,Dumpster Fire,2025 Apr 19 06:07:00 PM,47.663353,-122.313098
4846 51st Ave Sw,Illegal Burn,2025 Apr 19 05:18:00 PM,47.558684,-122.397623
805 Madison St,Rubbish Fire,2025 Apr 19 05:06:00 PM,47.607969,-122.328414
Elliott Ave W / W Thomas St,Rubbish Fire,2025 Apr 19 04:54:00 PM,47.620664,-122.360928
Elliott Ave W / 4th Ave W,Rubbish Fire,2025 Apr 19 04:43:00 PM,47.621573,-122.36202
2315 Ne 65th St,Auto Fire Alarm,2025 Apr 19 04:40:00 PM,47.675775,-122.302579
4612 Stone Way N,Auto Fire Alarm,2025 Apr 19 03:39:00 PM,47.662192,-122.342025
Ne 77th St / Sand Point Way Ne,Dumpster Fire,2025 Apr 19 03:27:00 PM,47.684756,-122.264472
7700 Sand Point Way Ne,Dumpster Fire,2025 Apr 19 03:27:00 PM,47.685749,-122.264238
401 Ne Northgate Way,Car Fire,2025 Apr 19 02:48:00 PM,47.708603,-122.324575
916 N 143rd St,Auto Fire Alarm,2025 Apr 19 12:59:00 PM,47.732314,-122.347028
1111 Expedia Group Way W,Auto Fire Alarm,2025 Apr 19 12:24:00 PM,47.628223,-122.373562
3642 33rd Ave S,Auto Fire Alarm,2025 Apr 19 10:59:00 AM,47.571233,-122.291003
10507 Aurora Ave N,Auto Fire Alarm,2025 Apr 19 10:51:00 AM,47.705096,-122.344695
2348 Yale Ave E,Auto Fire Alarm,2025 Apr 19 10:33:00 AM,47.640279,-122.327108
707 Terry Ave,Auto Fire Alarm,2025 Apr 19 09:35:00 AM,47.606777,-122.324334
700 Pike St,Fire in Building,2025 Apr 19 09:08:00 AM,47.611606,-122.333354
Woodlawn Ave N / N 50th St,Bark Fire,2025 Apr 19 08:45:00 AM,47.665034,-122.339127
2315 Ne 65th St,Auto Fire Alarm,2025 Apr 19 08:36:00 AM,47.675775,-122.302579
900 Rainier Ave S,Auto Fire Alarm,2025 Apr 19 07:27:00 AM,47.594072,-122.31015
Woodlawn Ave N / N 45th St,Illegal Burn,2025 Apr 19 05:57:00 AM,47.661386,-122.338563
100 Melrose Ave E,Auto Fire Alarm,2025 Apr 19 05:04:00 AM,47.618497,-122.327854
17th Ave / E Madison St,Dumpster Fire,2025 Apr 19 04:22:00 AM,47.61559,-122.310151
Bellevue Ave E / E Mercer St,Dumpster Fire,2025 Apr 19 02:08:00 AM,47.624286,-122.326599
12th Ave S / S Harney St,Illegal Burn,2025 Apr 19 12:28:00 AM,47.548689,-122.317316
1801 S Jackson St,Auto Fire Alarm,2025 Apr 18 11:55:00 PM,47.599239,-122.308955
Marion St / 4th Ave,Rubbish Fire,2025 Apr 18 11:31:00 PM,47.605374,-122.332257
3790 OKANOGAN LN NE,Auto Fire Alarm,2025 Apr 18 11:04:00 PM,47.653039,-122.309071
6030 Martin Luther King Jr Way S,Illegal Burn,2025 Apr 18 10:40:00 PM,47.547874,-122.286343
9201 Rainier Ave S,Auto Fire Alarm,2025 Apr 18 10:26:00 PM,47.52101,-122.269997
6417 Roosevelt Way Ne,Rubbish Fire,2025 Apr 18 10:09:00 PM,47.675118,-122.317363
8th Ave S / S Jackson St,Illegal Burn,2025 Apr 18 10:07:00 PM,47.599186,-122.322445
1026 NE 64TH ST,Dumpster Fire,2025 Apr 18 09:42:00 PM,47.674979,-122.317139
8137 17th Ave Sw,Fire in Building,2025 Apr 18 09:11:00 PM,47.529855,-122.356403
3310 Ne 125th St,Auto Fire Alarm,2025 Apr 18 09:08:00 PM,47.719264,-122.292632
1530 N 115th St,Auto Fire Alarm,2025 Apr 18 06:43:00 PM,47.712306,-122.339799
34th Ave S / S Spokane St,Rubbish Fire,2025 Apr 18 06:34:00 PM,47.571582,-122.289922
200 6th Ave N,Auto Fire Alarm,2025 Apr 18 06:03:00 PM,47.61973,-122.345007
E Republican St / Broadway E,Rubbish Fire,2025 Apr 18 05:57:00 PM,47.623129,-122.320924
1401 Broadway,Rubbish Fire,2025 Apr 18 05:56:00 PM,47.612963,-122.320762
1415 22nd Ave,Auto Fire Alarm,2025 Apr 18 03:51:00 PM,47.613102,-122.303631
5th Ave / Jefferson St,Bark Fire,2025 Apr 18 03:37:00 PM,47.602985,-122.328535
1622 Aurora Ave N,Auto Fire Alarm,2025 Apr 18 03:22:00 PM,47.633592,-122.343377
3801 Stone Way N,Auto Fire Alarm,2025 Apr 18 02:56:00 PM,47.652707,-122.342575
1211 E Alder St,Auto Fire Alarm,2025 Apr 18 02:22:00 PM,47.60419,-122.316781
4848 S Morgan St,Fire in Building,2025 Apr 18 01:37:00 PM,47.544274,-122.272194
5701 8th Ave Ne,Auto Fire Alarm,2025 Apr 18 01:28:00 PM,47.670061,-122.320099
1650 Aurora Ave N,Auto Fire Alarm,2025 Apr 18 01:27:00 PM,47.633829,-122.343371
1801 Nw Market St,Auto Fire Alarm,2025 Apr 18 01:03:00 PM,47.668673,-122.380353
1400 6th Ave,Auto Fire Alarm,2025 Apr 18 01:02:00 PM,47.61015,-122.333556
104 12th Ave,Auto Fire Alarm,2025 Apr 18 12:25:00 PM,47.601754,-122.316784
10501 8th Ave Ne,Illegal Burn,2025 Apr 18 10:51:00 AM,47.704938,-122.320485
6901 West Marginal Way Sw,Auto Fire Alarm,2025 Apr 18 10:46:00 AM,47.540351,-122.342178
Burke Ave N / N 45th St,Rubbish Fire,2025 Apr 18 10:14:00 AM,47.661386,-122.335072
1007 12th Ave S,Brush Fire,2025 Apr 18 09:53:00 AM,47.59322,-122.317281
525 14th Ave E,Auto Fire Alarm,2025 Apr 18 09:21:00 AM,47.623391,-122.314649
624 Yale Ave N,Auto Fire Alarm,2025 Apr 18 07:58:00 AM,47.624449,-122.330457
12th Ave S / S Jackson St,Illegal Burn,2025 Apr 18 06:04:00 AM,47.599187,-122.317225
980 S HARNEY ST,Illegal Burn,2025 Apr 18 06:04:00 AM,47.548555,-122.31808
2225 S Walker St,Illegal Burn,2025 Apr 18 05:17:00 AM,47.583661,-122.303919
9999 Holman Rd Nw,Dumpster Fire,2025 Apr 18 05:00:00 AM,47.701637,-122.362244
Rainier Ave S / S Hanford St,Illegal Burn,2025 Apr 18 04:46:00 AM,47.574966,-122.295568
1001 Sw Klickitat Way,Rubbish Fire,2025 Apr 18 03:31:00 AM,47.571011,-122.348131
2615 Sw Barton St,Auto Fire Alarm,2025 Apr 18 03:19:00 AM,47.521022,-122.365894
Ne 43rd St / Brooklyn Ave Ne,Fire in Building,2025 Apr 18 02:52:00 AM,47.659809,-122.314324
10507 Aurora Ave N,Auto Fire Alarm,2025 Apr 18 12:42:00 AM,47.705096,-122.344695
516 12th Ave E,Illegal Burn,2025 Apr 18 12:12:00 AM,47.62329,-122.316752
500 S Lander St,Illegal Burn,2025 Apr 17 10:56:00 PM,47.579809,-122.327192
14002 Linden Ave N,Bark Fire,2025 Apr 17 08:53:00 PM,47.730569,-122.347758
3801 DISCOVERY PARK BLVD,Illegal Burn,2025 Apr 17 08:50:00 PM,47.660349,-122.408933
1615 19th Ave,Auto Fire Alarm,2025 Apr 17 08:39:00 PM,47.615477,-122.30744
Pontius Ave N / Thomas St,Illegal Burn,2025 Apr 17 08:22:00 PM,47.620817,-122.331704
26th Ave Sw / Sw Barton St,Illegal Burn,2025 Apr 17 08:20:00 PM,47.521022,-122.365894
4th Ave / Columbia St,Illegal Burn,2025 Apr 17 07:54:00 PM,47.604662,-122.331604
Cherry St / 6th Ave,Illegal Burn,2025 Apr 17 05:43:00 PM,47.604876,-122.328734
908 Jefferson St,Auto Fire Alarm,2025 Apr 17 05:17:00 PM,47.604879,-122.324007
800 Jefferson St,Fire in Building,2025 Apr 17 04:58:00 PM,47.604315,-122.32531
1816 Bellevue Ave,Auto Fire Alarm,2025 Apr 17 04:02:00 PM,47.617855,-122.326761
9652 50th Ave Sw,Garage Fire,2025 Apr 17 03:48:00 PM,47.516548,-122.396451
2220 Queen Anne Ave N,Auto Fire Alarm,2025 Apr 17 02:00:00 PM,47.638499,-122.356926
801 Pine St,Auto Fire Alarm,2025 Apr 17 12:20:00 PM,47.613069,-122.333142
1200 Westlake Ave N,Auto Fire Alarm,2025 Apr 17 12:20:00 PM,47.629712,-122.341007
4232 Latona Ave Ne,Shed Fire,2025 Apr 17 09:34:00 AM,47.658088,-122.325155
5963 Corson Ave S,Auto Fire Alarm,2025 Apr 17 09:13:00 AM,,
3501 Rainier Ave S,Auto Fire Alarm,2025 Apr 17 08:42:00 AM,47.571853,-122.293193
1601 5th Ave,Auto Fire Alarm,2025 Apr 17 08:27:00 AM,47.611672,-122.336484
Eb Wsea Frwy At Sr99 / Eb Wsea Frwy To 1,Car Fire Freeway,2025 Apr 17 08:27:00 AM,47.57151,-122.337962
1000 MINOR AVE,Auto Fire Alarm,2025 Apr 17 08:25:00 AM,47.609802,-122.324029
